repository,stars,created_at,age_days,age_years,total_accepted_pull_requests,total_releases,pushed_at,days_since_last_update,primary_language,issues_open,issues_closed,issues_closed_ratio
duckdb/duckdb,40369,2018-06-26T15:04:45Z,2974,8.14,11637,63,2026-08-18T12:47:36Z,0,C++,573,6870,0.923
php/php-src,40291,2011-06-16T01:52:25Z,5542,15.17,5533,60,2026-08-18T11:30:36Z,0,C,957,4401,0.821
nushell/nushell,40284,2019-05-10T16:59:42Z,2656,7.27,9111,124,2026-08-16T15:57:20Z,1,Rust,1380,5902,0.81
LizardByte/Sunshine,40281,2021-12-15T23:38:57Z,1706,4.67,2119,46,2026-08-18T12:39:18Z,0,C++,96,1258,0.929
CorentinTh/it-tools,40268,2020-04-05T11:50:24Z,2326,6.37,493,10,2026-08-16T11:35:00Z,2,Vue,487,225,0.316
ManimCommunity/manim,40237,2020-05-19T02:37:13Z,2282,6.25,2129,34,2026-08-15T08:31:07Z,3,Python,400,1405,0.778
outline/outline,40228,2016-05-22T21:31:47Z,3739,10.24,5238,166,2026-08-18T12:43:44Z,0,TypeScript,31,4194,0.993
phaserjs/phaser,40163,2013-04-12T12:27:51Z,4876,13.35,1746,178,2026-07-09T14:33:40Z,39,JavaScript,107,4543,0.977
microsoft/BitNet,40101,2024-08-05T09:07:38Z,743,2.03,34,0,2026-07-27T05:52:06Z,22,C++,203,103,0.337
photoprism/photoprism,40079,2018-01-27T12:00:15Z,3125,8.56,959,83,2026-08-18T05:53:50Z,0,Go,433,2207,0.836
gofiber/fiber,40063,2020-01-16T03:59:20Z,2406,6.59,2419,142,2026-08-18T12:43:40Z,0,Go,37,1701,0.979
google-research/bert,40048,2018-10-25T22:57:34Z,2853,7.81,32,0,2024-07-23T23:39:41Z,755,Python,790,355,0.31
evanw/esbuild,40008,2016-06-14T16:08:50Z,3716,10.17,263,315,2026-08-09T17:20:12Z,8,Go,543,3375,0.861
Kong/insomnia,39951,2016-04-23T03:54:26Z,3769,10.32,4218,561,2026-08-18T10:30:01Z,0,TypeScript,737,3297,0.817
langchain-ai/langgraph,39931,2023-08-09T18:33:12Z,1104,3.02,3908,559,2026-08-16T00:22:02Z,2,Python,455,1052,0.698
go-gorm/gorm,39907,2013-10-25T08:31:38Z,4680,12.81,790,12,2026-06-25T07:21:11Z,54,Go,453,5691,0.926
koalaman/shellcheck,39887,2012-11-17T03:15:11Z,5022,13.75,346,30,2026-08-04T08:32:46Z,14,Haskell,1114,1901,0.631
schollz/croc,39879,2017-10-17T15:20:18Z,3226,8.83,368,207,2026-08-18T12:50:27Z,0,Go,3,613,0.995
siddharthvaddem/openscreen,39874,2025-10-10T05:36:55Z,312,0.85,195,13,2026-06-17T02:34:20Z,62,TypeScript,29,337,0.921
videojs/video.js,39862,2010-05-14T18:45:10Z,5939,16.26,1829,336,2026-08-03T10:03:33Z,15,JavaScript,617,4819,0.886
llvm/llvm-project,39807,2016-12-07T09:39:33Z,3541,9.69,96873,159,2026-08-18T12:47:29Z,0,LLVM,29240,68630,0.701
2noise/ChatTTS,39768,2024-05-27T18:26:49Z,812,2.22,223,7,2026-04-10T16:33:48Z,129,Python,57,619,0.916
vadimdemedes/ink,39681,2017-06-12T06:12:28Z,3354,9.18,323,81,2026-08-12T00:11:46Z,6,TypeScript,16,416,0.963
novuhq/novu,39605,2021-08-26T15:22:44Z,1817,4.97,8425,144,2026-08-18T12:40:06Z,0,TypeScript,54,1686,0.969
mindsdb/mindshub,39602,2018-08-02T17:56:45Z,2937,8.04,5923,339,2026-08-13T21:48:08Z,4,Makefile,1,4435,1.0
floodsung/Deep-Learning-Papers-Reading-Roadmap,39545,2016-10-14T11:49:48Z,3595,9.84,28,0,2022-11-27T13:18:32Z,1359,Python,53,5,0.086
qbittorrent/qBittorrent,39535,2012-02-04T09:37:46Z,5309,14.54,4409,4,2026-08-17T06:10:49Z,1,C++,2567,15094,0.855
google/styleguide,39513,2015-05-20T19:18:59Z,4107,11.24,201,0,2026-06-03T15:51:23Z,75,HTML,119,250,0.678
lm-sys/FastChat,39512,2023-03-19T00:18:02Z,1248,3.42,852,14,2026-05-01T00:25:53Z,109,Python,896,1077,0.546
halo-dev/halo,39492,2018-03-21T12:56:52Z,3071,8.41,3229,269,2026-08-18T10:08:34Z,0,Java,111,4597,0.976
QuivrHQ/quivr,39403,2023-05-12T23:53:30Z,1193,3.27,1824,354,2025-07-09T12:55:23Z,404,Python,13,1538,0.992
TeamNewPipe/NewPipe,39381,2015-09-03T23:39:26Z,4001,10.95,1887,147,2026-08-18T12:44:03Z,0,Java,1388,8991,0.866
pola-rs/polars,39376,2020-05-13T19:45:33Z,2287,6.26,13667,265,2026-08-18T12:49:31Z,0,Rust,2517,10606,0.808
DeusData/codebase-memory-mcp,39353,2026-02-24T22:01:00Z,174,0.48,499,44,2026-08-18T09:21:37Z,0,C,365,438,0.545
google/leveldb,39333,2014-08-27T21:17:52Z,4373,11.97,65,21,2026-03-11T04:06:29Z,160,C++,257,542,0.678
AstrBotDevs/AstrBot,39326,2022-12-08T13:27:46Z,1348,3.69,1709,250,2026-08-17T18:32:10Z,0,Python,1040,5416,0.839
freeCodeCamp/devdocs,39303,2013-10-24T18:16:07Z,4680,12.81,1018,0,2026-08-16T00:41:20Z,2,Ruby,181,1102,0.859
suno-ai/bark,39239,2023-04-07T19:34:48Z,1228,3.36,19,0,2024-08-19T07:45:36Z,729,Jupyter Notebook,238,240,0.502
ShareX/ShareX,39186,2013-10-08T23:32:10Z,4696,12.86,0,90,2026-08-18T00:24:56Z,0,C#,654,6875,0.913
drawdb-io/drawdb,39140,2023-07-16T17:09:20Z,1128,3.09,439,0,2026-08-16T22:54:03Z,1,JavaScript,132,236,0.641
HKUDS/LightRAG,38943,2024-10-02T11:57:54Z,685,1.88,1555,81,2026-08-18T08:00:39Z,0,Python,194,1331,0.873
google/googletest,38937,2015-07-28T15:07:53Z,4038,11.06,833,12,2026-08-17T17:36:26Z,0,C++,324,2072,0.865
bojieli/ai-agent-book,38901,2025-09-09T02:41:44Z,343,0.94,710,1,2026-08-18T12:41:56Z,0,Python,4,168,0.977
wshobson/agents,38885,2025-07-24T23:28:14Z,389,1.07,161,0,2026-08-17T01:09:44Z,1,Python,9,106,0.922
deepseek-ai/awesome-deepseek-integration,38833,2024-01-11T02:43:17Z,950,2.6,288,0,2026-02-23T16:27:47Z,175,N/A,37,163,0.815
datalab-to/marker,38833,2023-10-30T20:14:08Z,1022,2.8,233,72,2026-08-07T06:33:06Z,11,Python,367,324,0.469
mattermost/mattermost,38832,2015-06-15T06:50:02Z,4082,11.18,22302,1000,2026-08-18T12:43:28Z,0,TypeScript,589,8749,0.937
rapid7/metasploit-framework,38826,2011-08-30T06:13:20Z,5467,14.97,12049,0,2026-08-17T01:29:37Z,1,Ruby,497,6088,0.925
RSSNext/Folo,38820,2024-04-08T03:23:35Z,862,2.36,1517,113,2026-08-17T23:35:22Z,0,TypeScript,378,2260,0.857
preactjs/preact,38818,2015-09-11T02:40:18Z,3994,10.93,2084,251,2026-08-17T09:39:32Z,1,JavaScript,19,1922,0.99
Dogfalo/materialize,38816,2014-09-12T19:35:38Z,4357,11.93,449,41,2026-07-31T14:51:54Z,17,JavaScript,623,4598,0.881
aseprite/aseprite,38804,2014-08-19T23:44:50Z,4381,11.99,548,130,2026-08-14T18:53:53Z,3,C++,1932,2721,0.585
YunaiV/ruoyi-vue-pro,38794,2021-01-24T03:18:25Z,2032,5.56,78,66,2026-08-14T16:49:53Z,3,Java,8,793,0.99
DioxusLabs/dioxus,38783,2021-01-15T01:57:26Z,2041,5.59,2081,42,2026-08-14T03:17:38Z,4,Rust,636,1974,0.756
spacedriveapp/spacedrive,38780,2021-09-27T05:09:04Z,1786,4.89,1968,28,2026-07-29T00:31:28Z,20,Rust,28,522,0.949
lapce/lapce,38743,2018-02-06T08:41:06Z,3115,8.53,1184,35,2026-07-15T11:27:37Z,34,Rust,824,1210,0.595
ajeetdsouza/zoxide,38700,2020-03-05T13:11:40Z,2356,6.45,262,38,2026-08-17T19:14:18Z,0,Rust,99,650,0.868
ant-design/ant-design-pro,38680,2017-08-25T10:40:44Z,3280,8.98,1181,34,2026-08-17T18:49:56Z,0,TypeScript,42,9800,0.996
naptha/tesseract.js,38638,2015-06-24T02:49:52Z,4073,11.15,205,57,2026-05-17T04:19:12Z,93,JavaScript,31,707,0.958
Yeachan-Heo/oh-my-claudecode,38632,2026-01-09T03:36:29Z,221,0.61,1670,244,2026-08-18T12:34:36Z,0,TypeScript,2,1381,0.999
gto76/python-cheatsheet,38632,2018-01-25T04:16:53Z,3127,8.56,0,1,2026-07-29T14:56:37Z,19,Python,0,27,1.0
bytedance/UI-TARS-desktop,38626,2025-01-19T09:04:43Z,576,1.58,1074,38,2026-08-05T02:48:59Z,13,TypeScript,320,218,0.405
google-research/google-research,38573,2018-10-04T18:42:48Z,2874,7.87,34,0,2026-08-16T18:45:46Z,1,Jupyter Notebook,1112,352,0.24
chatchat-space/Langchain-Chatchat,38551,2023-03-31T12:12:45Z,1236,3.38,621,31,2025-11-10T09:27:42Z,281,Python,6,4243,0.999
kilimchoi/engineering-blogs,38516,2015-06-13T18:25:17Z,4083,11.18,681,0,2024-08-21T13:01:11Z,726,Ruby,21,77,0.786
huiyadanli/RevokeMsgPatcher,38500,2019-07-21T15:12:52Z,2584,7.07,14,21,2026-08-16T12:51:44Z,2,C#,56,993,0.947
httpie/cli,38430,2012-02-25T12:39:13Z,5288,14.48,406,47,2024-12-17T17:30:35Z,608,Python,187,724,0.795
google/langextract,38425,2025-07-08T20:46:06Z,405,1.11,120,18,2026-08-11T15:31:39Z,6,Python,74,121,0.621
dotnet/aspnetcore,38372,2014-03-11T06:09:42Z,4543,12.44,19821,296,2026-08-18T12:09:43Z,0,C#,3770,35982,0.905
istio/istio,38354,2016-11-18T23:57:21Z,3559,9.74,30565,448,2026-08-18T11:15:11Z,0,Go,386,21701,0.983
portainer/portainer,38264,2016-05-19T20:15:28Z,3742,10.25,4786,189,2026-08-17T13:14:49Z,0,TypeScript,697,5419,0.886
umami-software/umami,38233,2020-07-17T07:59:00Z,2223,6.09,960,109,2026-08-17T23:17:28Z,0,TypeScript,43,2187,0.981
frappe/erpnext,38217,2011-06-08T08:20:56Z,5550,15.2,32127,1000,2026-08-18T10:15:05Z,0,Python,1849,16751,0.901
sqlmapproject/sqlmap,38205,2012-06-26T09:52:15Z,5166,14.14,185,11,2026-08-18T12:50:42Z,0,Python,25,5409,0.995
PhilJay/MPAndroidChart,38194,2014-04-25T14:29:47Z,4497,12.31,191,44,2025-06-05T07:06:39Z,439,Java,2067,2898,0.584
impress/impress.js,38173,2011-12-28T22:23:19Z,5346,14.64,125,15,2026-07-23T07:05:16Z,26,JavaScript,51,434,0.895
huihut/interview,38131,2018-02-09T09:49:48Z,3112,8.52,36,0,2025-08-24T07:01:54Z,359,C++,2,65,0.97
ueberdosis/tiptap,38058,2018-08-20T19:58:58Z,2919,7.99,1795,984,2026-08-18T12:41:13Z,0,TypeScript,753,2926,0.795
xyflow/xyflow,38048,2019-07-15T14:47:30Z,2590,7.09,1596,384,2026-08-18T11:12:27Z,0,TypeScript,88,2323,0.964
docker/compose,38046,2013-12-09T11:40:58Z,4635,12.69,3964,284,2026-08-18T12:08:10Z,0,Go,66,8320,0.992
harness/harness,38010,2014-02-07T07:54:44Z,4575,12.53,1060,59,2026-08-17T10:53:47Z,1,Go,94,1940,0.954
github/awesome-copilot,37970,2025-06-11T16:57:39Z,432,1.18,1256,0,2026-08-18T05:32:37Z,0,Python,41,426,0.912
hyprwm/Hyprland,37932,2022-03-16T19:49:13Z,1615,4.42,2926,117,2026-08-17T20:26:05Z,0,C++,51,7663,0.993
vlang/v,37795,2019-02-08T02:57:06Z,2748,7.52,13790,304,2026-08-18T11:52:26Z,0,V,42,10716,0.996
FreeCodeCampChina/freecodecamp.cn,37774,2016-09-30T03:13:43Z,3609,9.88,55,0,2023-07-16T16:48:59Z,1128,CSS,143,445,0.757
PostHog/posthog,37733,2020-01-23T22:46:58Z,2398,6.57,54180,896,2026-08-18T12:51:57Z,0,Python,3368,7090,0.678
servo/servo,37725,2012-02-08T19:07:25Z,5304,14.52,25724,13,2026-08-18T12:45:14Z,0,Rust,2934,13410,0.82
anthropics/prompt-eng-interactive-tutorial,37700,2024-04-02T15:52:00Z,867,2.37,1,0,2026-03-01T17:07:40Z,169,Jupyter Notebook,38,4,0.095
denysdovhan/wtfjs,37677,2017-07-14T15:42:12Z,3321,9.09,127,25,2026-07-03T09:48:44Z,46,JavaScript,23,96,0.807
TencentARC/GFPGAN,37656,2021-03-19T06:18:20Z,1978,5.42,14,8,2024-07-26T18:44:02Z,752,Python,375,135,0.265
NervJS/taro,37642,2018-04-08T09:32:26Z,3054,8.36,3498,211,2026-08-17T07:57:14Z,1,TypeScript,1493,12079,0.89
fengdu78/Coursera-ML-AndrewNg-Notes,37582,2017-11-04T10:04:08Z,3209,8.79,14,0,2025-08-25T04:02:38Z,358,HTML,55,15,0.214
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,37538,2023-03-27T09:59:10Z,1240,3.39,0,8,2026-08-04T07:47:32Z,14,Python,565,1483,0.724
karpathy/LLM101n,37506,2024-05-27T00:23:38Z,813,2.23,0,0,2024-08-01T01:20:33Z,747,N/A,0,0,N/A
Wei-Shaw/sub2api,37502,2025-12-18T02:26:18Z,243,0.67,1430,38,2026-08-18T12:49:48Z,0,Go,2032,937,0.316
shiyu-coder/Kronos,37493,2025-07-01T02:54:32Z,413,1.13,19,0,2026-04-13T12:38:49Z,127,Python,206,85,0.292
alibaba/arthas,37491,2018-08-29T17:15:57Z,2910,7.97,626,78,2026-08-14T02:31:32Z,4,Java,391,1772,0.819
TriliumNext/Trilium,37481,2017-05-23T00:30:20Z,3374,9.24,3173,353,2026-08-18T12:26:52Z,0,TypeScript,609,4961,0.891
aquasecurity/trivy,37470,2019-04-11T01:01:07Z,2686,7.35,3714,92,2026-08-17T12:43:05Z,1,Go,167,2951,0.946
alebcay/awesome-shell,37460,2014-07-07T01:57:42Z,4425,12.11,307,0,2025-08-28T14:40:51Z,354,N/A,41,23,0.359
directus/directus,37451,2012-12-12T01:35:36Z,4997,13.68,9174,371,2026-08-18T07:08:16Z,0,TypeScript,350,9641,0.965
PKUanonym/REKCARC-TSC-UHT,37431,2019-04-05T03:31:23Z,2692,7.37,198,0,2026-07-19T14:30:25Z,29,HTML,4,33,0.892
LAION-AI/Open-Assistant,37408,2022-12-13T05:24:17Z,1344,3.68,1616,127,2024-08-17T01:55:35Z,731,Python,229,1420,0.861
stanfordnlp/dspy,37378,2023-01-09T21:01:51Z,1316,3.6,1701,110,2026-08-17T19:57:44Z,0,Python,312,1343,0.811
exacity/deeplearningbook-chinese,37361,2016-12-07T11:46:51Z,3541,9.69,16,7,2019-12-03T04:25:44Z,2450,TeX,65,139,0.681
pbatard/rufus,37334,2011-11-19T19:12:05Z,5385,14.74,1,90,2026-08-03T11:33:58Z,15,C,9,2688,0.997
eugenp/tutorials,37324,2013-04-29T18:26:36Z,4858,13.3,13832,0,2026-08-17T12:27:11Z,1,Java,13,778,0.984
openai/gym,37239,2016-04-27T14:59:16Z,3764,10.31,1000,19,2026-03-26T23:13:27Z,144,Python,113,1725,0.939
0voice/interview_internal_reference,37233,2019-06-10T06:54:19Z,2626,7.19,35,0,2025-10-22T09:39:06Z,300,Python,32,19,0.373
myshell-ai/OpenVoice,37153,2023-11-29T12:17:01Z,993,2.72,18,0,2025-04-19T16:00:00Z,485,Python,284,75,0.209
SagerNet/sing-box,37098,2022-06-30T13:27:22Z,1509,4.13,210,584,2026-08-17T09:46:55Z,1,Go,267,3017,0.919
IceWhaleTech/CasaOS,37088,2021-09-26T02:33:09Z,1787,4.89,275,97,2025-08-06T08:54:04Z,377,Go,817,904,0.525
huggingface/pytorch-image-models,37071,2019-02-02T05:51:12Z,2754,7.54,559,78,2026-08-11T20:56:26Z,6,Python,42,994,0.959
markedjs/marked,37062,2011-07-24T13:15:51Z,5503,15.07,1739,179,2026-08-18T03:01:54Z,0,JavaScript,8,1677,0.995
satwikkansal/wtfpython,37059,2017-08-28T20:22:19Z,3276,8.97,113,2,2026-01-13T19:49:12Z,216,Python,68,158,0.699
patchy631/ai-engineering-hub,37024,2024-10-21T10:43:24Z,666,1.82,68,0,2026-07-27T18:43:06Z,21,Jupyter Notebook,23,27,0.54
lfnovo/open-notebook,37019,2024-10-21T17:58:46Z,665,1.82,460,42,2026-08-16T14:51:59Z,1,TypeScript,106,470,0.816
fastify/fastify,36999,2016-09-28T19:10:14Z,3610,9.88,3448,321,2026-08-17T12:19:24Z,1,JavaScript,51,2133,0.977
AobingJava/JavaFamily,36973,2019-11-12T04:26:18Z,2471,6.77,2,0,2025-11-03T12:37:27Z,288,N/A,6,60,0.909
Textualize/textual,36964,2021-04-08T15:24:47Z,1957,5.36,2311,223,2026-07-11T06:02:34Z,38,Python,232,2202,0.905
mouredev/Hello-Python,36962,2022-08-03T17:14:53Z,1475,4.04,0,0,2025-08-11T12:00:01Z,372,Python,39,404,0.912
babysor/MockingBird,36908,2021-08-07T03:53:39Z,1837,5.03,82,1,2026-03-03T14:59:58Z,167,Python,477,414,0.465
soxoj/maigret,36855,2020-06-27T14:16:42Z,2242,6.14,1066,29,2026-08-18T11:29:16Z,0,Python,11,1577,0.993
CopilotKit/CopilotKit,36819,2023-06-19T04:08:31Z,1156,3.16,3883,1000,2026-08-18T11:58:38Z,0,TypeScript,136,1088,0.889
shadowsocks/shadowsocks-android,36754,2012-12-16T13:40:29Z,4992,13.67,258,186,2026-08-09T11:06:54Z,9,Kotlin,68,2458,0.973
musistudio/claude-code-router,36707,2025-02-25T02:17:18Z,539,1.48,75,22,2026-08-18T07:46:43Z,0,TypeScript,901,389,0.302
Dokploy/dokploy,36681,2024-04-19T07:49:30Z,851,2.33,1674,168,2026-08-18T08:20:33Z,0,TypeScript,484,1633,0.771
veggiemonk/awesome-docker,36660,2014-09-21T17:01:48Z,4348,11.9,1047,1,2026-07-29T22:24:33Z,19,N/A,5,150,0.968
google-ai-edge/mediapipe,36649,2019-06-13T19:16:41Z,2622,7.18,201,67,2026-08-17T21:11:06Z,0,C++,359,5307,0.937
ashishpatel26/500-AI-Agents-Projects,36646,2024-12-20T13:37:15Z,605,1.66,17,0,2026-07-27T05:40:40Z,22,Python,36,10,0.217
microsoft/Data-Science-For-Beginners,36636,2021-03-03T16:30:15Z,1993,5.46,497,0,2026-08-11T19:43:58Z,6,Jupyter Notebook,1,137,0.993
ZuodaoTech/everyone-can-use-english,36635,2019-03-15T16:33:53Z,2712,7.43,464,48,2026-06-29T09:40:15Z,50,TypeScript,122,383,0.758
typeorm/typeorm,36631,2016-02-29T07:41:14Z,3823,10.47,2669,45,2026-08-13T06:47:32Z,5,TypeScript,441,8195,0.949
date-fns/date-fns,36626,2014-10-06T10:24:22Z,4334,11.87,1073,127,2026-08-10T08:47:59Z,8,TypeScript,665,1390,0.676
jaywcjlove/linux-command,36602,2016-11-12T15:44:26Z,3565,9.76,377,32,2026-08-11T18:01:06Z,6,Markdown,73,139,0.656
mpv-player/mpv,36575,2012-10-13T08:08:44Z,5057,13.85,4136,89,2026-08-17T17:57:13Z,0,C,1000,10143,0.91
1Panel-dev/1Panel,36568,2022-07-19T15:44:52Z,1490,4.08,5358,125,2026-08-18T10:46:30Z,0,Go,277,6606,0.96
khoj-ai/khoj,36543,2021-08-16T01:48:44Z,1828,5.0,500,173,2026-08-02T01:55:40Z,16,Python,98,507,0.838
inkonchain/docs,36524,2024-05-07T16:49:36Z,832,2.28,418,0,2026-08-13T14:41:21Z,4,MDX,28,13,0.317
xinntao/Real-ESRGAN,36507,2021-07-19T03:23:30Z,1856,5.08,21,10,2024-08-06T13:15:18Z,741,Python,585,179,0.234
inkonchain/node,36477,2024-05-13T23:20:40Z,826,2.26,40,6,2026-08-05T18:22:59Z,12,Shell,17,14,0.452
hankcs/HanLP,36477,2014-10-09T06:36:16Z,4331,11.86,79,62,2025-11-15T23:08:17Z,275,Python,8,1416,0.994
doocs/leetcode,36470,2018-09-16T14:03:03Z,2892,7.92,4703,21,2026-08-16T15:49:01Z,1,Java,4,60,0.938
nextcloud/server,36460,2016-06-02T07:44:14Z,3729,10.21,34152,461,2026-08-18T12:47:56Z,0,PHP,2641,18817,0.877
songquanpeng/one-api,36457,2023-04-22T12:39:24Z,1214,3.32,287,55,2026-01-09T03:26:43Z,221,JavaScript,932,900,0.491
open-guides/og-aws,36441,2016-07-13T17:30:16Z,3687,10.09,498,0,2024-08-16T02:51:54Z,732,Shell,140,89,0.389
glanceapp/glance,36436,2024-04-27T18:55:38Z,842,2.31,110,34,2026-05-30T20:36:29Z,79,Go,236,298,0.558
inkonchain/ink-kit,36384,2024-11-04T16:32:17Z,651,1.78,91,0,2025-10-20T15:44:41Z,301,TypeScript,2,3,0.6
GorvGoyl/Clone-Wars,36372,2020-12-02T11:10:16Z,2085,5.71,130,0,2024-08-06T12:31:36Z,742,N/A,20,70,0.778
formulahendry/955.WLB,36358,2019-03-27T23:53:37Z,2700,7.39,18,0,2025-02-03T05:15:20Z,561,N/A,180,82,0.313
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,36353,2021-01-02T12:08:37Z,2054,5.62,3,0,2025-08-01T11:54:09Z,382,N/A,50,26,0.342
tinyhumansai/openhuman,36345,2026-02-18T20:01:27Z,180,0.49,3001,56,2026-08-18T06:50:33Z,0,Rust,163,1705,0.913
SheetJS/sheetjs,36321,2012-12-03T19:25:52Z,5005,13.7,106,0,2024-04-18T08:06:46Z,852,N/A,119,2266,0.95
blader/humanizer,36316,2026-01-18T05:30:15Z,212,0.58,23,4,2026-08-18T00:59:37Z,0,Python,6,87,0.935
reworkd/AgentGPT,36304,2023-04-07T02:29:19Z,1229,3.36,541,12,2025-04-29T01:19:32Z,476,TypeScript,132,337,0.719
keycloak/keycloak,36247,2013-07-02T13:38:51Z,4794,13.13,20996,111,2026-08-18T12:44:51Z,0,Java,2670,17248,0.866
HKUDS/DeepTutor,36247,2025-12-28T15:35:54Z,232,0.64,274,67,2026-08-17T03:23:09Z,1,Python,73,290,0.799
microsoft/playwright-mcp,36235,2025-03-21T17:48:36Z,514,1.41,540,69,2026-08-17T22:52:05Z,0,TypeScript,1,876,0.999
ItzCrazyKns/Vane,36226,2024-04-09T10:51:32Z,861,2.36,87,34,2026-04-11T14:33:06Z,128,TypeScript,230,444,0.659
PDFMathTranslate/PDFMathTranslate,36209,2024-09-06T06:56:03Z,711,1.95,154,24,2026-08-18T12:47:23Z,0,Python,124,757,0.859
AdguardTeam/AdGuardHome,36179,2016-07-06T10:31:47Z,3695,10.12,125,243,2026-08-18T12:28:39Z,0,TypeScript,1159,4891,0.808
jax-ml/jax,36173,2018-10-25T21:25:02Z,2853,7.81,20689,140,2026-08-18T12:50:58Z,0,Python,1726,5504,0.761
hashicorp/vault,36131,2015-02-25T00:15:59Z,4192,11.48,21334,182,2026-08-18T03:16:05Z,0,Go,1154,5429,0.825
pnpm/pnpm,36124,2016-01-28T07:40:43Z,3855,10.55,4727,1000,2026-08-18T12:29:02Z,0,Rust,2325,3834,0.623
firecracker-microvm/firecracker,36117,2017-10-19T06:18:47Z,3225,8.83,3691,90,2026-08-17T18:43:20Z,0,Rust,52,1457,0.966
geekxh/hello-algorithm,36091,2020-05-29T05:47:09Z,2272,6.22,26,0,2023-06-13T04:13:17Z,1162,Java,11,33,0.75
carbon-app/carbon,36087,2017-06-16T02:50:28Z,3350,9.17,669,215,2026-02-10T05:07:19Z,189,JavaScript,66,629,0.905
lerna/lerna,36050,2015-12-04T09:36:55Z,3910,10.7,1079,252,2026-08-17T09:58:06Z,1,TypeScript,284,2418,0.895
slatedocs/slate,36040,2013-09-13T22:15:24Z,4721,12.93,298,28,2026-02-01T05:54:12Z,198,N/A,50,559,0.918
zsh-users/zsh-autosuggestions,35988,2013-10-26T16:09:37Z,4678,12.81,116,0,2025-06-24T16:15:03Z,419,Shell,165,458,0.735
chatwoot/chatwoot,35938,2019-08-14T06:50:51Z,2561,7.01,6252,148,2026-08-18T12:52:28Z,0,Ruby,963,4805,0.833
Crosstalk-Solutions/project-nomad,35909,2025-06-24T15:35:01Z,419,1.15,408,76,2026-08-18T05:41:39Z,0,TypeScript,41,494,0.923
filebrowser/filebrowser,35887,2015-09-11T21:21:58Z,3993,10.93,847,157,2026-07-31T10:06:58Z,18,Go,0,2975,1.0
medusajs/medusa,35882,2020-01-18T13:39:04Z,2403,6.58,9302,163,2026-08-18T12:49:24Z,0,TypeScript,47,3857,0.988
wailsapp/wails,35872,2018-12-15T23:14:06Z,2802,7.67,2118,355,2026-08-18T07:17:23Z,0,Go,161,2363,0.936
solidjs/solid,35851,2018-04-24T16:36:27Z,3037,8.31,455,37,2026-08-18T07:28:13Z,0,TypeScript,17,1357,0.988
Yuan1z0825/nature-skills,35814,2026-04-24T03:11:46Z,116,0.32,135,0,2026-08-18T12:13:23Z,0,Python,0,30,1.0
OpenBMB/VoxCPM,35808,2025-09-16T03:41:49Z,336,0.92,25,14,2026-08-12T14:14:37Z,5,Python,91,227,0.714
XingangPan/DragGAN,35766,2023-05-18T10:08:02Z,1188,3.25,18,0,2024-05-18T17:51:40Z,821,Python,146,46,0.24
junegunn/vim-plug,35751,2013-09-10T14:58:51Z,4724,12.93,181,8,2026-05-22T13:40:34Z,87,Vim Script,73,972,0.93
alan2207/bulletproof-react,35709,2021-05-30T14:47:16Z,1905,5.22,75,0,2026-05-14T13:53:04Z,95,TypeScript,37,81,0.686
airbnb/lottie-android,35699,2016-10-06T22:42:42Z,3602,9.86,720,63,2026-02-15T22:03:57Z,183,Java,58,1755,0.968
jondot/awesome-react-native,35690,2015-03-26T19:58:06Z,4162,11.39,912,0,2024-07-05T13:12:41Z,773,JavaScript,39,38,0.494
koajs/koa,35687,2013-07-20T18:53:45Z,4776,13.08,554,18,2026-08-11T12:48:44Z,7,JavaScript,18,915,0.981
opentofu/manifesto,35678,2023-08-13T16:17:24Z,1100,3.01,765,0,2025-03-18T18:26:51Z,517,HTML,12,14,0.538
searxng/searxng,35664,2021-04-12T15:18:15Z,1953,5.35,3144,0,2026-08-17T12:09:49Z,1,Python,179,1657,0.903
gchq/CyberChef,35607,2016-11-28T10:34:07Z,3550,9.72,790,457,2026-08-18T12:27:54Z,0,JavaScript,429,820,0.657
restic/restic,35576,2014-04-27T14:07:58Z,4495,12.31,2442,51,2026-08-01T20:25:16Z,16,Go,466,2544,0.845
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35569,2015-03-28T16:52:40Z,4160,11.39,98,0,2025-01-01T19:14:38Z,593,JavaScript,10,20,0.667
microsoft/graphrag,35556,2024-03-27T17:57:52Z,873,2.39,753,41,2026-08-17T07:29:17Z,1,Python,3,827,0.996
continuedev/continue,35528,2023-05-24T03:39:39Z,1182,3.24,4078,827,2026-08-18T09:33:32Z,0,TypeScript,487,6179,0.927
refinedev/refine,35524,2021-01-20T12:01:32Z,2036,5.57,4697,1000,2026-06-05T15:19:38Z,73,TypeScript,11,1732,0.994
permissionlesstech/bitchat,35521,2025-07-04T14:34:38Z,409,1.12,508,20,2026-08-16T06:06:55Z,2,Swift,39,365,0.903
drizzle-team/drizzle-orm,35503,2021-06-24T09:03:05Z,1881,5.15,713,182,2026-08-18T09:43:37Z,0,TypeScript,1378,2342,0.63
jqlang/jq,35460,2012-07-18T19:57:25Z,5143,14.08,709,16,2026-08-12T19:02:39Z,5,C,360,1990,0.847
